id,date_releve,humidity,dewpoint,pressure,windspeed,visibility,cloudcover,windgust,uvindex,precipintensity,precipintensitymax,temperaturehigh,temperaturelow,temperaturehighoffset2,temperaturelowoffset2
345,2019-05-07,0.61,3.31,1016.49,2.86,12.35,0.71,7.34,4.36,0.02,0.13,17.85,10.51,19.85,12.51
1160,2019-05-08,0.81,9.16,1005.39,5.36,10.26,0.87,14.57,3.64,0.45,1.67,15.86,9.05,17.86,11.05
1105,2019-05-09,0.77,8.48,1005.55,5.53,11.97,0.74,14.43,4.38,0.13,0.76,16.61,8.85,18.61,10.85
973,2019-05-10,0.78,9.49,1011.32,2.94,11.96,0.71,8.04,4.86,0.10,0.50,18.43,10.91,20.43,12.91
110,2019-05-11,0.76,8.94,1017.86,5.17,11.44,0.67,12.65,4.62,0.17,0.60,17.10,7.08,19.10,9.08
1030,2019-05-12,0.65,5.04,1028.22,5.01,12.20,0.32,11.92,5.98,0.01,0.06,17.20,6.91,19.20,8.91
670,2019-05-13,0.54,3.23,1028.93,5.63,12.34,0.25,12.68,6.40,0.01,0.03,18.74,7.68,20.74,9.68
153,2019-05-14,0.51,3.41,1024.15,5.12,12.36,0.15,11.84,7.10,0.00,0.01,19.84,7.47,21.84,9.47
1073,2019-05-15,0.53,3.07,1019.14,4.80,12.29,0.23,11.26,6.62,0.03,0.11,18.77,6.48,20.77,8.48
1096,2019-05-16,0.58,4.57,1013.48,3.33,12.42,0.51,8.46,5.55,0.00,0.00,19.08,9.52,21.08,11.52
1149,2019-05-17,0.75,8.16,1006.53,3.57,11.18,0.83,8.77,4.60,0.17,0.55,16.10,9.54,18.10,11.54
1088,2019-05-18,0.80,9.18,1006.60,2.95,10.20,0.84,7.03,4.33,0.15,0.48,16.65,9.72,18.65,11.72
1014,2019-05-19,0.83,9.78,1008.33,3.29,10.12,0.83,7.76,4.40,0.15,0.44,16.30,10.22,18.30,12.22
246,2019-05-20,0.79,9.89,1011.49,3.93,10.92,0.69,8.36,4.79,0.08,0.26,17.69,9.52,19.69,11.52
818,2019-05-21,0.75,9.79,1016.26,3.36,11.32,0.51,6.92,5.52,0.04,0.16,19.62,9.37,21.62,11.37
325,2019-05-22,0.67,9.07,1019.09,2.44,11.90,0.48,5.86,6.05,0.01,0.06,21.73,9.62,23.73,11.62
932,2019-05-23,0.65,9.21,1017.76,2.16,12.29,0.53,5.28,5.95,0.02,0.12,22.78,11.42,24.78,13.42
140,2019-05-24,0.73,10.87,1016.49,3.03,11.41,0.71,7.11,5.40,0.15,0.41,20.70,11.66,22.70,13.66
917,2019-05-25,0.75,11.24,1018.15,3.47,11.40,0.64,7.66,5.57,0.10,0.32,20.68,11.42,22.68,13.42
983,2019-05-26,0.76,11.14,1017.84,3.68,11.68,0.62,7.90,5.48,0.05,0.18,20.08,12.54,22.08,14.54
676,2019-05-27,0.78,11.48,1013.16,4.11,11.65,0.72,9.10,5.19,0.08,0.27,19.46,11.16,21.46,13.16
582,2019-05-28,0.74,9.28,1013.52,5.21,11.86,0.65,11.42,4.81,0.09,0.28,17.58,8.85,19.58,10.85
595,2019-05-29,0.69,7.95,1020.71,4.28,12.30,0.47,9.45,5.40,0.03,0.10,18.99,10.72,20.99,12.72
64,2019-05-30,0.70,10.27,1025.19,3.33,12.38,0.49,7.30,6.05,0.01,0.04,21.36,11.05,23.36,13.05
24,2019-05-31,0.68,11.36,1024.90,2.11,12.25,0.22,4.39,7.71,0.00,0.01,24.59,12.21,26.59,14.21
398,2019-06-01,0.66,12.85,1020.98,2.24,12.37,0.17,4.66,7.98,0.00,0.00,27.50,14.33,29.50,16.33
1159,2019-06-02,0.64,13.17,1016.30,3.19,12.26,0.27,6.93,7.36,0.01,0.07,27.92,14.45,29.92,16.45
1092,2019-06-03,0.68,12.55,1016.03,2.82,12.28,0.59,6.77,5.45,0.04,0.16,23.93,13.66,25.93,15.66
639,2019-06-04,0.70,13.01,1009.94,3.90,12.38,0.49,10.14,6.62,0.09,0.52,25.52,13.10,27.52,15.10
884,2019-06-05,0.74,10.83,1009.20,3.79,11.11,0.61,10.90,5.60,0.33,1.25,20.20,9.88,22.20,11.88
1122,2019-06-06,0.71,9.16,1012.82,3.46,12.09,0.54,10.22,5.90,0.05,0.41,20.19,12.14,22.19,14.14
1103,2019-06-07,0.72,9.96,1009.46,6.56,11.41,0.60,17.71,5.55,0.26,0.99,19.88,10.55,21.88,12.55
964,2019-06-08,0.64,8.09,1021.59,4.81,12.35,0.42,11.49,6.29,0.03,0.12,21.15,11.19,23.15,13.19
1093,2019-06-09,0.70,10.51,1019.61,2.71,12.13,0.80,7.41,4.76,0.09,0.43,21.67,12.82,23.67,14.82
308,2019-06-10,0.80,11.58,1015.23,3.56,10.75,0.78,8.16,4.64,0.19,0.68,18.93,10.15,20.93,12.15
950,2019-06-11,0.82,10.17,1012.27,2.93,10.74,0.77,7.12,4.24,0.22,0.71,16.80,10.31,18.80,12.31
450,2019-06-12,0.76,9.79,1011.73,3.76,11.33,0.58,9.42,5.31,0.15,0.50,18.93,9.60,20.93,11.60
371,2019-06-13,0.69,9.53,1013.11,3.78,12.34,0.39,9.51,6.55,0.02,0.12,22.11,12.44,24.11,14.44
422,2019-06-14,0.71,11.53,1013.08,3.39,12.24,0.69,8.55,5.40,0.59,20.14,22.42,13.44,24.42,15.44
263,2019-06-15,0.79,12.95,1016.64,3.66,11.91,0.70,9.26,5.14,3.29,22.03,20.62,12.03,22.62,14.03
1100,2019-06-16,0.72,11.92,1020.28,3.28,12.65,0.41,7.86,6.48,0.03,0.11,23.06,12.17,25.06,14.17
912,2019-06-17,0.67,12.53,1017.91,2.25,12.64,0.32,5.27,7.26,0.01,0.06,26.21,14.87,28.21,16.87
272,2019-06-18,0.66,13.92,1013.42,2.90,12.41,0.58,7.14,6.31,0.03,0.18,27.86,15.42,29.86,17.42
428,2019-06-19,0.70,13.98,1011.66,3.53,12.06,0.57,9.75,6.45,0.11,0.48,25.03,14.47,27.03,16.47
136,2019-06-20,0.75,13.40,1015.42,3.24,12.42,0.70,6.97,5.76,0.09,0.34,22.45,13.24,24.45,15.24
1101,2019-06-21,0.75,12.76,1018.37,2.87,12.07,0.64,7.03,5.60,0.10,0.39,21.75,13.18,23.75,15.18
379,2019-06-22,0.71,12.95,1017.80,3.02,12.12,0.48,7.44,6.69,0.05,0.25,24.41,14.72,26.41,16.72
706,2019-06-23,0.69,14.99,1014.81,2.99,12.38,0.66,6.96,6.02,0.01,0.04,28.35,16.68,30.35,18.68
741,2019-06-24,0.70,16.10,1016.20,3.04,12.36,0.66,7.70,6.26,0.05,0.30,28.26,17.59,30.26,19.59
122,2019-06-25,0.67,16.31,1018.20,3.05,12.23,0.58,8.24,6.98,0.04,0.27,29.96,18.69,31.96,20.69
480,2019-06-26,0.63,17.01,1020.62,3.68,12.11,0.17,9.25,8.98,0.01,0.07,33.24,19.87,35.24,21.87
544,2019-06-27,0.61,17.53,1020.53,3.86,12.27,0.10,9.47,9.17,0.00,0.01,33.82,19.42,35.82,21.42
1094,2019-06-28,0.62,17.00,1018.42,3.59,12.34,0.20,9.05,8.67,0.00,0.00,32.49,18.68,34.49,20.68
229,2019-06-29,0.62,16.96,1016.06,2.80,12.09,0.14,7.00,9.05,0.01,0.06,33.37,18.52,35.37,20.52
215,2019-06-30,0.69,17.21,1018.13,3.08,12.20,0.32,7.71,8.07,0.02,0.14,29.63,17.51,31.63,19.51
646,2019-07-01,0.71,15.97,1019.84,3.33,12.26,0.45,7.96,7.05,0.07,0.47,26.79,15.77,28.79,17.77
525,2019-07-02,0.69,14.77,1019.89,3.37,12.85,0.38,8.08,7.29,0.05,0.34,26.81,16.44,28.81,18.44
102,2019-07-03,0.63,14.16,1018.81,4.03,12.41,0.34,9.56,7.43,0.04,0.27,27.81,16.24,29.81,18.24
554,2019-07-04,0.58,13.58,1019.25,3.63,12.40,0.18,9.29,8.36,0.01,0.06,29.43,16.88,31.43,18.88
752,2019-07-05,0.59,14.66,1017.25,2.76,12.43,0.18,6.36,8.71,0.01,0.05,30.87,17.47,32.87,19.47
461,2019-07-06,0.64,15.86,1013.73,2.68,12.69,0.21,6.67,8.07,0.06,0.29,29.89,17.30,31.89,19.30
368,2019-07-07,0.70,15.94,1014.15,3.11,12.19,0.51,7.68,6.57,0.07,0.37,27.91,16.53,29.91,18.53
605,2019-07-08,0.65,14.04,1015.89,3.38,12.49,0.54,8.67,6.71,0.04,0.26,27.26,15.38,29.26,17.38
142,2019-07-09,0.62,12.16,1016.51,4.02,12.16,0.42,9.56,6.69,0.13,0.39,25.41,14.91,27.41,16.91
33,2019-07-10,0.57,11.59,1017.03,3.14,12.36,0.26,7.52,7.57,0.02,0.08,27.63,16.53,29.63,18.53
217,2019-07-11,0.61,13.27,1014.89,2.64,12.38,0.65,6.70,5.93,0.03,0.15,27.35,16.72,29.35,18.72
1033,2019-07-12,0.64,14.21,1015.49,3.63,12.32,0.40,8.46,6.93,0.05,0.22,27.54,16.25,29.54,18.25
836,2019-07-13,0.64,13.72,1017.52,3.70,12.43,0.27,8.45,7.07,0.01,0.07,26.91,15.64,28.91,17.64
531,2019-07-14,0.63,12.65,1015.95,4.31,12.32,0.32,9.81,7.05,0.03,0.20,25.86,14.57,27.86,16.57
1089,2019-07-15,0.61,11.36,1016.25,4.34,12.34,0.23,9.95,7.26,0.07,0.23,25.11,13.45,27.11,15.45
264,2019-07-16,0.59,11.36,1017.36,2.70,12.42,0.32,6.18,7.21,0.01,0.09,27.40,14.46,29.40,16.46
1062,2019-07-17,0.59,11.93,1015.17,2.79,12.37,0.60,6.90,5.74,0.01,0.03,28.03,15.67,30.03,17.67
1084,2019-07-18,0.64,13.03,1014.72,3.66,12.37,0.74,8.18,5.24,0.02,0.13,25.97,15.92,27.97,17.92
806,2019-07-19,0.66,14.41,1015.68,2.96,12.40,0.45,6.39,6.76,0.03,0.24,27.79,17.23,29.79,19.23
679,2019-07-20,0.70,16.19,1015.10,3.96,12.38,0.56,9.39,5.45,0.10,0.53,27.64,17.07,29.64,19.07
216,2019-07-21,0.69,16.05,1021.44,2.46,12.34,0.54,6.07,6.69,0.05,0.21,28.45,17.22,30.45,19.22
522,2019-07-22,0.62,15.79,1022.48,2.23,12.44,0.43,5.11,7.05,0.00,0.02,31.69,19.18,33.69,21.18
270,2019-07-23,0.56,15.96,1017.56,2.82,12.40,0.24,6.85,8.00,0.01,0.09,35.29,20.25,37.29,22.25
323,2019-07-24,0.57,16.70,1015.20,2.53,12.38,0.19,6.86,8.24,0.02,0.11,34.50,21.29,36.50,23.29
597,2019-07-25,0.54,16.53,1012.85,3.35,12.41,0.16,9.31,8.14,0.03,0.18,35.32,20.45,37.32,22.45
1075,2019-07-26,0.70,17.34,1011.97,3.34,12.20,0.58,9.37,6.19,0.25,1.10,27.93,17.49,29.93,19.49
687,2019-07-27,0.83,16.35,1007.42,3.56,11.51,0.77,9.91,5.07,0.45,1.68,22.94,15.16,24.94,17.16
507,2019-07-28,0.71,13.17,1008.31,4.83,12.15,0.59,10.73,6.05,0.12,0.52,23.86,13.32,25.86,15.32
588,2019-07-29,0.62,12.21,1010.39,3.51,12.47,0.14,9.12,8.19,0.01,0.03,27.53,16.34,29.53,18.34
1130,2019-07-30,0.68,13.65,1014.07,5.32,12.47,0.42,11.35,5.93,0.05,0.17,24.76,14.47,26.76,16.47
172,2019-07-31,0.65,11.97,1018.19,3.83,12.60,0.46,8.60,6.17,0.01,0.07,24.67,13.94,26.67,15.94
412,2019-08-01,0.64,12.27,1017.10,2.53,12.52,0.55,6.05,5.88,0.02,0.15,26.08,15.45,28.08,17.45
937,2019-08-02,0.64,13.49,1016.68,2.81,12.47,0.37,6.79,7.10,0.01,0.07,27.61,15.52,29.61,17.52
134,2019-08-03,0.62,13.45,1016.29,2.60,12.63,0.35,6.11,6.95,0.00,0.02,28.36,16.05,30.36,18.05
505,2019-08-04,0.61,13.64,1014.82,2.62,12.53,0.51,6.19,6.55,0.01,0.06,29.39,17.31,31.39,19.31
335,2019-08-05,0.68,15.52,1014.77,3.15,12.51,0.56,7.33,6.21,0.03,0.16,27.70,17.70,29.70,19.70
771,2019-08-06,0.73,16.48,1013.11,2.95,12.54,0.62,6.88,5.83,0.12,0.55,27.02,17.72,29.02,19.72
176,2019-08-07,0.77,16.66,1011.48,3.12,12.16,0.70,7.41,4.95,0.20,0.85,25.97,16.94,27.97,18.94
35,2019-08-08,0.69,16.43,1011.73,2.52,12.46,0.58,6.01,6.19,0.04,0.29,29.50,20.08,31.50,22.08
602,2019-08-09,0.71,18.14,1009.84,4.85,12.35,0.57,12.78,6.21,0.16,1.08,29.38,18.34,31.38,20.34
660,2019-08-10,0.69,15.63,1015.95,5.28,12.42,0.58,11.61,5.79,0.06,0.35,26.30,16.14,28.30,18.14
81,2019-08-11,0.74,14.54,1016.97,3.46,12.35,0.57,9.36,5.69,0.11,0.55,23.99,14.57,25.99,16.57
468,2019-08-12,0.75,13.44,1017.69,3.75,12.21,0.58,8.98,4.98,0.11,0.46,22.74,12.88,24.74,14.88
1020,2019-08-13,0.68,10.91,1020.10,3.72,12.48,0.51,7.80,4.98,0.04,0.18,22.63,12.61,24.63,14.61
362,2019-08-14,0.65,11.15,1018.00,3.73,12.50,0.53,9.27,5.95,0.04,0.17,24.90,16.20,26.90,18.20
892,2019-08-15,0.69,13.44,1017.82,4.55,12.53,0.67,10.29,5.19,0.02,0.09,24.01,13.49,26.01,15.49
896,2019-08-16,0.67,12.84,1017.43,3.27,12.54,0.51,8.26,5.93,0.03,0.19,25.84,16.27,27.84,18.27
841,2019-08-17,0.74,15.22,1013.16,3.77,12.21,0.75,9.27,5.64,0.12,0.41,25.26,17.23,27.26,19.23
291,2019-08-18,0.76,16.35,1011.60,4.39,12.32,0.56,11.06,5.79,0.21,1.08,25.98,15.03,27.98,17.03
731,2019-08-19,0.75,13.92,1018.49,3.23,12.41,0.55,7.48,5.31,0.09,0.42,23.37,14.19,25.37,16.19
868,2019-08-20,0.73,12.64,1022.77,2.77,12.03,0.62,6.74,5.07,0.20,0.67,22.43,12.14,24.43,14.14
1050,2019-08-21,0.66,11.35,1024.21,2.73,12.43,0.46,6.63,5.40,0.00,0.02,25.43,12.92,27.43,14.92
585,2019-08-22,0.63,11.76,1023.33,2.50,12.50,0.28,5.92,6.38,0.02,0.08,27.12,13.79,29.12,15.79
46,2019-08-23,0.60,12.25,1021.77,2.64,12.57,0.24,5.82,6.40,0.02,0.08,29.07,15.39,31.07,17.39
53,2019-08-24,0.60,13.57,1018.58,2.45,12.54,0.33,5.38,6.29,0.01,0.05,30.77,16.27,32.77,18.27
237,2019-08-25,0.64,14.66,1018.27,2.16,12.43,0.23,4.58,6.76,0.01,0.04,30.14,16.61,32.14,18.61
222,2019-08-26,0.63,14.78,1017.32,2.21,12.30,0.28,5.44,6.24,0.01,0.04,30.72,18.27,32.72,20.27
894,2019-08-27,0.67,16.07,1016.20,2.52,12.15,0.67,6.32,5.00,0.05,0.36,28.98,17.74,30.98,19.74
825,2019-08-28,0.72,16.63,1016.99,2.59,12.21,0.66,6.29,5.55,0.06,0.40,27.71,16.61,29.71,18.61
574,2019-08-29,0.69,15.33,1020.18,2.53,12.33,0.35,5.81,6.17,0.03,0.17,27.48,15.48,29.48,17.48
70,2019-08-30,0.64,14.35,1020.98,2.22,12.36,0.28,5.18,6.17,0.02,0.11,29.47,16.43,31.47,18.43
823,2019-08-31,0.65,14.87,1015.68,3.28,12.33,0.29,8.02,6.38,0.04,0.24,29.01,16.01,31.01,18.01
756,2019-09-01,0.68,13.15,1017.20,3.29,12.22,0.68,8.22,5.02,0.05,0.30,23.66,12.91,25.66,14.91
201,2019-09-02,0.62,10.19,1022.01,3.71,12.39,0.27,8.39,6.17,0.01,0.05,23.92,12.01,25.92,14.01
281,2019-09-03,0.60,9.64,1023.78,2.86,12.40,0.23,6.07,6.48,0.01,0.03,25.56,12.10,27.56,14.10
996,2019-09-04,0.63,10.57,1019.80,3.50,12.42,0.18,9.07,6.36,0.02,0.16,25.76,13.13,27.76,15.13
130,2019-09-05,0.65,9.69,1021.75,4.66,12.39,0.42,10.65,4.76,0.03,0.19,21.09,10.03,23.09,12.03
590,2019-09-06,0.62,7.75,1023.15,4.11,12.37,0.37,9.85,5.19,0.02,0.10,21.81,11.66,23.81,13.66
79,2019-09-07,0.65,9.07,1021.12,3.52,12.31,0.56,8.74,4.48,0.04,0.21,21.78,10.82,23.78,12.82
1191,2019-09-08,0.66,8.14,1020.16,3.67,12.29,0.42,8.10,4.74,0.04,0.12,20.27,8.43,22.27,10.43
1031,2019-09-09,0.65,7.04,1016.30,2.92,12.24,0.60,6.80,4.31,0.07,0.42,20.48,10.69,22.48,12.69
234,2019-09-10,0.69,9.23,1016.04,3.20,11.95,0.67,8.06,4.38,0.24,1.01,20.79,10.91,22.79,12.91
792,2019-09-11,0.67,10.04,1024.01,3.27,13.12,0.66,7.62,4.52,0.01,0.10,23.58,13.24,25.58,15.24
44,2019-09-12,0.67,11.98,1029.74,2.78,12.56,0.36,6.26,5.67,0.01,0.02,25.82,13.76,27.82,15.76
529,2019-09-13,0.69,13.24,1030.49,2.65,12.35,0.28,7.07,5.76,0.01,0.03,26.74,14.89,28.74,16.89
941,2019-09-14,0.67,13.71,1027.99,2.95,12.33,0.59,7.25,4.50,0.01,0.06,27.36,14.31,29.36,16.31
948,2019-09-15,0.65,13.19,1024.06,2.33,12.25,0.26,5.26,5.64,0.01,0.06,28.44,14.67,30.44,16.67
1026,2019-09-16,0.65,13.07,1020.82,2.42,12.24,0.26,5.81,5.55,0.01,0.03,27.96,15.38,29.96,17.38
577,2019-09-17,0.67,13.34,1019.36,3.26,12.37,0.31,8.74,5.40,0.01,0.04,26.09,13.51,28.09,15.51
61,2019-09-18,0.63,10.56,1020.35,4.56,12.88,0.28,10.07,4.86,0.02,0.10,24.05,12.16,26.05,14.16
805,2019-09-19,0.60,8.88,1022.48,4.58,12.37,0.18,10.06,5.29,0.02,0.10,23.47,11.54,25.47,13.54
18,2019-09-20,0.56,8.33,1020.65,4.43,12.44,0.11,11.31,5.29,0.01,0.09,25.62,14.29,27.62,16.29
1167,2019-09-21,0.65,12.32,1014.11,4.53,12.30,0.39,11.82,4.57,0.10,0.46,25.96,15.97,27.96,17.97
661,2019-09-22,0.80,14.65,1010.62,4.31,11.79,0.76,11.65,3.79,0.37,1.92,22.61,12.82,24.61,14.82
885,2019-09-23,0.78,12.60,1016.02,3.81,12.01,0.70,9.81,3.90,0.09,0.69,21.76,13.48,23.76,15.48
809,2019-09-24,0.78,12.84,1012.14,4.55,12.13,0.71,11.26,4.05,0.24,1.21,21.08,14.15,23.08,16.15
255,2019-09-25,0.81,13.20,1011.74,5.05,12.15,0.81,11.85,3.71,0.16,0.66,20.27,15.21,22.27,17.21
879,2019-09-26,0.80,14.26,1014.12,4.91,12.07,0.76,11.43,4.00,0.10,0.47,22.06,13.59,24.06,15.59
767,2019-09-27,0.78,13.18,1015.35,4.69,12.34,0.58,10.72,4.00,0.09,0.42,21.98,13.64,23.98,15.64
549,2019-09-28,0.75,12.15,1017.97,4.40,12.42,0.61,10.00,3.69,0.03,0.16,21.54,12.36,23.54,14.36
1112,2019-09-29,0.74,12.15,1012.06,5.78,12.28,0.44,14.04,4.14,0.07,0.37,23.51,13.59,25.51,15.59
1117,2019-09-30,0.76,13.06,1014.73,3.86,12.23,0.57,11.00,3.95,0.03,0.20,22.39,13.94,24.39,15.94
656,2019-10-01,0.80,13.81,1008.78,4.72,12.55,0.62,12.22,3.76,0.25,1.31,22.07,13.38,24.07,15.38
317,2019-10-02,0.77,11.03,1013.06,4.63,12.79,0.65,11.91,3.60,0.10,0.49,18.71,7.70,20.71,9.70
283,2019-10-03,0.69,6.74,1017.98,3.20,12.84,0.54,9.24,3.93,0.01,0.08,18.72,9.80,20.72,11.80
432,2019-10-04,0.77,10.09,1013.75,4.62,12.73,0.71,11.12,3.40,0.06,0.26,19.03,12.28,21.03,14.28
301,2019-10-05,0.78,11.37,1015.19,3.52,12.70,0.73,9.51,3.52,0.04,0.17,19.41,12.27,21.41,14.27
1043,2019-10-06,0.79,11.32,1016.00,4.39,12.46,0.70,11.29,3.36,0.11,0.63,18.84,10.29,20.84,12.29
504,2019-10-07,0.76,9.16,1017.85,4.07,12.52,0.72,12.06,3.64,0.08,0.32,18.24,11.07,20.24,13.07
421,2019-10-08,0.76,10.73,1015.65,4.07,12.44,0.60,10.16,3.74,0.14,0.62,20.83,11.75,22.83,13.75
760,2019-10-09,0.81,10.78,1015.75,4.78,12.60,0.65,11.58,3.05,0.14,0.49,17.60,10.83,19.60,12.83
717,2019-10-10,0.75,9.77,1019.19,4.32,12.84,0.49,10.82,3.38,0.05,0.32,19.50,10.21,21.50,12.21
1115,2019-10-11,0.74,10.41,1018.13,4.24,12.82,0.37,10.02,3.57,0.00,0.02,22.13,13.19,24.13,15.19
938,2019-10-12,0.78,13.03,1014.91,4.15,12.70,0.62,11.41,3.10,0.06,0.20,22.35,14.97,24.35,16.97
358,2019-10-13,0.75,13.69,1013.01,5.23,12.86,0.51,13.92,3.31,0.04,0.28,24.10,14.11,26.10,16.11
633,2019-10-14,0.78,13.57,1010.82,4.89,12.52,0.59,13.72,3.00,0.20,1.22,23.25,12.40,25.25,14.40
1189,2019-10-15,0.82,11.07,1010.89,4.77,12.12,0.71,12.89,2.43,0.50,2.34,17.08,10.01,19.08,12.01
808,2019-10-16,0.78,9.74,1013.20,4.81,12.40,0.65,12.30,2.81,0.25,0.70,18.63,11.59,20.63,13.59
962,2019-10-17,0.81,11.39,1013.42,4.13,12.58,0.76,10.71,2.43,0.12,0.47,18.65,12.24,20.65,14.24
63,2019-10-18,0.81,11.43,1011.95,4.77,12.63,0.79,10.98,2.50,0.13,0.58,18.13,12.30,20.13,14.30
550,2019-10-19,0.85,12.08,1007.75,3.60,12.37,0.82,10.86,2.43,0.29,0.89,18.15,12.45,20.15,14.45
8,2019-10-20,0.86,11.95,1007.59,4.07,11.82,0.83,11.61,2.36,0.45,1.61,17.52,10.77,19.52,12.77
239,2019-10-21,0.85,10.49,1017.77,2.73,12.20,0.77,8.33,2.29,0.28,1.14,16.23,9.21,18.23,11.21
334,2019-10-22,0.87,9.96,1020.76,2.78,11.52,0.76,8.35,2.19,0.19,0.75,15.93,11.58,17.93,13.58
527,2019-10-23,0.85,11.62,1011.18,4.23,11.42,0.85,12.01,2.21,0.55,2.31,17.75,11.61,19.75,13.61
700,2019-10-24,0.84,11.46,1011.37,3.79,11.97,0.75,11.08,2.14,0.25,1.29,17.57,10.50,19.57,12.50
947,2019-10-25,0.81,10.99,1020.08,3.86,12.72,0.64,10.30,2.40,0.02,0.09,19.34,10.46,21.34,12.46
126,2019-10-26,0.77,10.79,1018.65,4.34,12.60,0.47,10.90,2.55,0.04,0.20,21.58,10.87,23.58,12.87
212,2019-10-27,0.80,10.19,1020.70,3.17,12.47,0.76,8.31,2.38,0.11,0.45,18.16,10.25,20.16,12.25
15,2019-10-28,0.83,9.76,1018.87,3.22,12.37,0.93,6.86,2.36,0.06,0.25,15.86,10.26,17.86,12.26
632,2019-10-29,0.83,9.83,1018.35,3.39,11.83,0.86,7.56,2.33,0.08,0.31,16.30,10.30,18.30,12.30
440,2019-10-30,0.86,10.41,1020.06,2.79,11.24,0.80,6.70,2.31,0.19,0.80,16.50,11.08,18.50,13.08
364,2019-10-31,0.87,10.94,1018.31,3.29,12.16,0.89,8.60,2.00,0.23,1.01,15.90,10.55,17.90,12.55
1046,2019-11-01,0.89,12.13,1011.17,4.31,11.53,0.88,11.98,1.98,0.40,1.55,16.88,12.79,18.88,14.79
327,2019-11-02,0.86,11.56,1000.11,5.85,11.85,0.88,14.32,1.69,0.45,1.33,16.15,10.95,18.15,12.95
735,2019-11-03,0.84,9.61,991.43,6.37,11.71,0.83,17.41,1.52,0.60,2.44,14.54,10.02,16.54,12.02
1083,2019-11-04,0.82,9.16,995.79,5.84,11.90,0.72,15.16,1.88,0.34,1.11,15.47,8.34,17.47,10.34
453,2019-11-05,0.83,7.69,999.37,4.37,12.32,0.74,12.19,1.45,0.25,0.84,13.63,7.84,15.63,9.84
980,2019-11-06,0.82,7.18,1006.50,3.73,12.94,0.76,10.27,1.52,0.13,0.62,13.45,7.05,15.45,9.05
146,2019-11-07,0.81,5.71,1003.06,4.55,12.13,0.75,12.11,1.52,0.27,1.45,11.74,4.93,13.74,6.93
1012,2019-11-08,0.83,4.59,1005.53,3.52,12.29,0.73,9.14,1.36,0.19,0.64,10.91,4.28,12.91,6.28
193,2019-11-09,0.81,4.09,1010.90,3.85,11.97,0.65,10.99,1.43,0.23,1.34,11.42,4.39,13.42,6.39
359,2019-11-10,0.81,3.94,1010.84,3.56,12.26,0.73,11.12,1.10,0.11,0.52,10.57,3.93,12.57,5.93
773,2019-11-11,0.81,4.06,1011.17,4.47,12.02,0.76,12.80,1.33,0.14,0.61,11.19,4.82,13.19,6.82
141,2019-11-12,0.78,3.84,1007.71,4.83,12.63,0.61,11.35,1.45,0.11,0.40,11.22,3.96,13.22,5.96
427,2019-11-13,0.77,2.97,1004.77,3.98,12.67,0.72,12.21,1.24,0.10,0.75,11.04,3.70,13.04,5.70
1024,2019-11-14,0.82,2.97,999.36,3.63,11.31,0.82,12.02,1.10,0.55,2.26,8.90,2.64,10.90,4.64
1113,2019-11-15,0.86,2.74,1002.04,3.06,11.00,0.82,8.86,1.00,0.27,1.05,8.23,2.57,10.23,4.57
952,2019-11-16,0.84,2.88,1007.89,3.31,11.69,0.76,8.72,1.05,0.19,0.76,9.09,2.52,11.09,4.52
540,2019-11-17,0.84,2.72,1009.06,2.46,11.17,0.78,6.83,1.05,0.12,0.46,8.79,2.84,10.79,4.84
1170,2019-11-18,0.82,2.67,1013.56,2.98,11.95,0.75,8.01,1.02,0.10,0.42,9.02,2.41,11.02,4.41
946,2019-11-19,0.81,2.40,1016.59,2.87,11.85,0.69,7.98,1.14,0.04,0.12,10.06,1.24,12.06,3.24
899,2019-11-20,0.81,1.91,1011.99,3.37,12.04,0.72,8.64,1.12,0.01,0.08,9.97,3.23,11.97,5.23
322,2019-11-21,0.84,4.02,1005.92,3.67,11.09,0.81,9.52,1.02,0.14,0.49,11.30,5.05,13.30,7.05
982,2019-11-22,0.81,5.73,999.70,5.36,11.75,0.86,14.80,1.02,0.19,0.80,12.83,8.51,14.83,10.51
1022,2019-11-23,0.86,7.75,993.53,4.53,10.48,0.87,15.13,1.00,0.68,1.99,12.32,6.26,14.32,8.26
972,2019-11-24,0.86,6.55,1006.49,3.25,11.12,0.76,9.33,1.14,0.13,0.51,12.14,6.56,14.14,8.56
1137,2019-11-25,0.86,7.58,1008.46,3.58,11.84,0.81,9.57,1.38,0.07,0.25,13.67,8.09,15.67,10.09
860,2019-11-26,0.84,8.44,1005.24,4.41,12.07,0.85,12.55,1.40,0.12,0.65,15.06,9.24,17.06,11.24
736,2019-11-27,0.83,8.55,999.14,6.39,10.16,0.82,16.01,1.29,0.34,1.42,14.06,9.16,16.06,11.16
373,2019-11-28,0.82,7.80,1004.87,5.32,10.63,0.79,12.88,1.36,0.20,0.62,13.48,8.24,15.48,10.24
608,2019-11-29,0.83,6.91,1014.65,3.33,11.70,0.65,10.22,1.29,0.11,0.41,13.12,4.29,15.12,6.29
918,2019-11-30,0.83,4.42,1017.92,3.63,11.72,0.71,10.65,1.24,0.17,0.81,10.95,5.52,12.95,7.52
372,2019-12-01,0.85,4.73,1015.60,3.69,10.87,0.83,9.21,1.10,0.36,1.20,9.63,3.75,11.63,5.75
988,2019-12-02,0.81,2.57,1023.76,3.86,12.30,0.49,9.67,1.21,0.01,0.09,9.00,1.20,11.00,3.20
